firstName,lastName,personId,gameId,gameDateTimeEst,playerteamCity,playerteamName,opponentteamCity,opponentteamName,gameType,gameLabel,gameSubLabel,seriesGameNumber,win,home,numMinutes,points,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,playerteamId,opponentteamId,comment,startingPosition,gameDate
Pacome,Dadiet,1642359,42500402,2026-06-05 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 2,2,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-05 20:30:00
Mohamed,Diawara,1642885,42500402,2026-06-05 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 2,2,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-05 20:30:00
OG,Anunoby,1628384,42500402,2026-06-05 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 2,2,1,0,36.8,17,3,2,2,10,5,0.5,5,2,0.4,5,5,1.0,4,0,4,4,0,-9,1610612752,1610612759,,F,2026-06-05 20:30:00
Luke,Kornet,1628436,42500402,2026-06-05 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 2,2,0,1,7.85,1,0,0,1,0,0,0.0,0,0,0.0,2,1,0.5,3,0,3,2,0,-7,1610612759,1610612752,,,2026-06-05 20:30:00
Carter,Bryant,1642868,42500402,2026-06-05 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 2,2,0,1,3.466666666666667,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2,1,0,1610612759,1610612752,,,2026-06-05 20:30:00
Miles,McBride,1630540,42500402,2026-06-05 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 2,2,1,0,18.283333333333335,5,2,0,0,7,2,0.286,3,1,0.333,0,0,0.0,0,2,2,1,2,-1,1610612752,1610612759,,,2026-06-05 20:30:00
Jordan,Clarkson,203903,42500402,2026-06-05 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 2,2,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-05 20:30:00
Mason,Plumlee,203486,42500402,2026-06-05 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 2,2,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-05 20:30:00
Harrison,Barnes,203084,42500402,2026-06-05 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 2,2,0,1,4.85,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,-5,1610612759,1610612752,,,2026-06-05 20:30:00
Victor,Wembanyama,1641705,42500402,2026-06-05 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 2,2,0,1,40.31666666666667,29,2,4,2,21,11,0.524,6,2,0.333,8,5,0.625,6,3,9,2,4,6,1610612759,1610612752,,C,2026-06-05 20:30:00
Bismack,Biyombo,202687,42500402,2026-06-05 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 2,2,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-05 20:30:00
Mikal,Bridges,1628969,42500402,2026-06-05 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 2,2,1,0,40.88333333333333,20,6,0,1,13,8,0.615,6,4,0.667,0,0,0.0,6,0,6,2,1,7,1610612752,1610612759,,G,2026-06-05 20:30:00
Karl-Anthony,Towns,1626157,42500402,2026-06-05 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 2,2,1,0,33.93333333333333,21,4,1,1,12,8,0.667,5,3,0.6,2,2,1.0,10,3,13,5,2,11,1610612752,1610612759,,C,2026-06-05 20:30:00
Jalen,Brunson,1628973,42500402,2026-06-05 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 2,2,1,0,37.68333333333333,20,6,0,5,25,7,0.28,8,2,0.25,5,4,0.8,3,2,5,2,4,-10,1610612752,1610612759,,G,2026-06-05 20:30:00
Devin,Vassell,1630170,42500402,2026-06-05 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 2,2,0,1,38.05,14,5,1,0,9,4,0.444,7,3,0.429,3,3,1.0,9,0,9,2,0,6,1610612759,1610612752,,F,2026-06-05 20:30:00
Jeremy,Sochan,1631110,42500402,2026-06-05 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 2,2,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-05 20:30:00
Mitchell,Robinson,1629011,42500402,2026-06-05 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 2,2,1,0,14.05,7,0,1,1,2,2,1.0,0,0,0.0,6,3,0.5,2,1,3,3,1,-10,1610612752,1610612759,,,2026-06-05 20:30:00
De'Aaron,Fox,1628368,42500402,2026-06-05 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 2,2,0,1,33.833333333333336,20,5,1,1,12,8,0.667,2,2,1.0,2,2,1.0,3,0,3,2,4,2,1610612759,1610612752,,G,2026-06-05 20:30:00
Julian,Champagnie,1630577,42500402,2026-06-05 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 2,2,0,1,35.96666666666667,8,1,1,0,6,2,0.333,5,2,0.4,2,2,1.0,4,0,4,2,0,-8,1610612759,1610612752,,F,2026-06-05 20:30:00
Stephon,Castle,1642264,42500402,2026-06-05 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 2,2,0,1,27.716666666666665,14,4,0,1,14,5,0.357,4,2,0.5,4,2,0.5,4,0,4,4,4,-6,1610612759,1610612752,,G,2026-06-05 20:30:00
Jordan,McLaughlin,1629162,42500402,2026-06-05 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 2,2,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-05 20:30:00
Keldon,Johnson,1629640,42500402,2026-06-05 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 2,2,0,1,15.7,3,2,0,1,4,1,0.25,2,0,0.0,2,1,0.5,3,1,4,1,1,-5,1610612759,1610612752,,,2026-06-05 20:30:00
Jose,Alvarado,1630631,42500402,2026-06-05 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 2,2,1,0,10.05,2,2,0,0,4,0,0.0,2,0,0.0,3,2,0.667,1,2,3,1,0,11,1610612752,1610612759,,,2026-06-05 20:30:00
Tyler,Kolek,1642278,42500402,2026-06-05 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 2,2,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-05 20:30:00
Josh,Hart,1628404,42500402,2026-06-05 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 2,2,1,0,18.183333333333334,0,4,1,1,4,0,0.0,2,0,0.0,0,0,0.0,6,0,6,5,2,-3,1610612752,1610612759,,F,2026-06-05 20:30:00
Landry,Shamet,1629013,42500402,2026-06-05 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 2,2,1,0,30.15,13,2,1,0,12,5,0.417,7,3,0.429,0,0,0.0,2,0,2,0,0,9,1610612752,1610612759,,,2026-06-05 20:30:00
Kelly,Olynyk,203482,42500402,2026-06-05 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 2,2,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-05 20:30:00
Dylan,Harper,1642844,42500402,2026-06-05 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 2,2,0,1,32.266666666666666,15,3,0,1,12,6,0.5,3,0,0.0,4,3,0.75,5,1,6,3,2,12,1610612759,1610612752,,,2026-06-05 20:30:00
Ariel,Hukporti,1630574,42500402,2026-06-05 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 2,2,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-05 20:30:00
Lindy,Waters III,1630322,42500402,2026-06-05 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 2,2,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-05 20:30:00
De'Aaron,Fox,1628368,42500401,2026-06-03 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 1,1,0,1,37.916666666666664,7,5,0,1,13,3,0.231,4,0,0.0,2,1,0.5,4,0,4,5,3,0,1610612759,1610612752,,G,2026-06-03 20:30:00
Bismack,Biyombo,202687,42500401,2026-06-03 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 1,1,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-03 20:30:00
Stephon,Castle,1642264,42500401,2026-06-03 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 1,1,0,1,34.45,17,3,0,0,16,7,0.438,5,1,0.2,2,2,1.0,5,3,8,3,2,-9,1610612759,1610612752,,G,2026-06-03 20:30:00
Victor,Wembanyama,1641705,42500401,2026-06-03 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 1,1,0,1,37.8,26,2,3,1,21,6,0.286,9,2,0.222,13,12,0.923,9,3,12,2,6,-3,1610612759,1610612752,,C,2026-06-03 20:30:00
Tyler,Kolek,1642278,42500401,2026-06-03 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 1,1,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-03 20:30:00
Jordan,McLaughlin,1629162,42500401,2026-06-03 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 1,1,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-03 20:30:00
Jalen,Brunson,1628973,42500401,2026-06-03 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 1,1,1,0,37.05,30,2,0,0,31,12,0.387,9,2,0.222,4,4,1.0,2,1,3,2,4,6,1610612752,1610612759,,G,2026-06-03 20:30:00
Jeremy,Sochan,1631110,42500401,2026-06-03 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 1,1,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-03 20:30:00
Jordan,Clarkson,203903,42500401,2026-06-03 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 1,1,1,0,5.65,0,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,1,0,1,1,0,2,1610612752,1610612759,,,2026-06-03 20:30:00
Carter,Bryant,1642868,42500401,2026-06-03 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 1,1,0,1,4.433333333333334,1,0,0,0,1,0,0.0,1,0,0.0,2,1,0.5,0,0,0,1,0,-4,1610612759,1610612752,,,2026-06-03 20:30:00
Josh,Hart,1628404,42500401,2026-06-03 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 1,1,1,0,26.783333333333335,3,6,1,4,5,1,0.2,3,0,0.0,1,1,1.0,13,2,15,4,0,22,1610612752,1610612759,,F,2026-06-03 20:30:00
Mohamed,Diawara,1642885,42500401,2026-06-03 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 1,1,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-03 20:30:00
Keldon,Johnson,1629640,42500401,2026-06-03 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 1,1,0,1,8.333333333333334,3,0,0,0,4,1,0.25,2,1,0.5,0,0,0.0,0,0,0,3,0,1,1610612759,1610612752,,,2026-06-03 20:30:00
Harrison,Barnes,203084,42500401,2026-06-03 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 1,1,0,1,12.133333333333333,0,1,0,0,2,0,0.0,2,0,0.0,1,0,0.0,1,1,2,1,0,-2,1610612759,1610612752,,,2026-06-03 20:30:00
Karl-Anthony,Towns,1626157,42500401,2026-06-03 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 1,1,1,0,34.36666666666667,18,4,1,0,15,7,0.467,2,0,0.0,4,4,1.0,8,4,12,4,2,14,1610612752,1610612759,,C,2026-06-03 20:30:00
Julian,Champagnie,1630577,42500401,2026-06-03 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 1,1,0,1,31.216666666666665,16,1,1,0,11,5,0.455,10,5,0.5,2,1,0.5,7,3,10,2,0,-8,1610612759,1610612752,,F,2026-06-03 20:30:00
Landry,Shamet,1629013,42500401,2026-06-03 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 1,1,1,0,33.266666666666666,13,0,0,0,9,5,0.556,6,3,0.5,0,0,0.0,1,0,1,4,0,-10,1610612752,1610612759,,,2026-06-03 20:30:00
Luke,Kornet,1628436,42500401,2026-06-03 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 1,1,0,1,10.2,0,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,3,0,-7,1610612759,1610612752,,,2026-06-03 20:30:00
Dylan,Harper,1642844,42500401,2026-06-03 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 1,1,0,1,27.516666666666666,16,1,0,1,10,6,0.6,4,1,0.25,3,3,1.0,8,0,8,2,1,-5,1610612759,1610612752,,,2026-06-03 20:30:00
Mikal,Bridges,1628969,42500401,2026-06-03 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 1,1,1,0,28.2,9,3,0,2,6,3,0.5,0,0,0.0,4,3,0.75,1,2,3,3,1,11,1610612752,1610612759,,G,2026-06-03 20:30:00
Kelly,Olynyk,203482,42500401,2026-06-03 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 1,1,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-03 20:30:00
Mitchell,Robinson,1629011,42500401,2026-06-03 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 1,1,1,0,13.15,2,0,0,0,2,1,0.5,0,0,0.0,1,0,0.0,5,1,6,1,0,-4,1610612752,1610612759,,,2026-06-03 20:30:00
Miles,McBride,1630540,42500401,2026-06-03 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 1,1,1,0,19.466666666666665,6,4,1,0,7,2,0.286,6,2,0.333,0,0,0.0,1,0,1,1,0,11,1610612752,1610612759,,,2026-06-03 20:30:00
Lindy,Waters III,1630322,42500401,2026-06-03 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 1,1,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-03 20:30:00
Mason,Plumlee,203486,42500401,2026-06-03 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 1,1,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612752,DNP - Coach's Decision,,2026-06-03 20:30:00
Ariel,Hukporti,1630574,42500401,2026-06-03 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 1,1,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-03 20:30:00
OG,Anunoby,1628384,42500401,2026-06-03 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 1,1,1,0,31.116666666666667,17,0,1,1,12,5,0.417,6,3,0.5,4,4,1.0,3,0,3,0,0,-6,1610612752,1610612759,,F,2026-06-03 20:30:00
Devin,Vassell,1630170,42500401,2026-06-03 20:30:00,San Antonio,Spurs,New York,Knicks,Playoffs,NBA Finals,Game 1,1,0,1,36.016666666666666,9,3,0,0,11,4,0.364,6,1,0.167,0,0,0.0,5,4,9,1,1,-13,1610612759,1610612752,,F,2026-06-03 20:30:00
Pacome,Dadiet,1642359,42500401,2026-06-03 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 1,1,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612752,1610612759,DNP - Coach's Decision,,2026-06-03 20:30:00
Jose,Alvarado,1630631,42500401,2026-06-03 20:30:00,New York,Knicks,San Antonio,Spurs,Playoffs,NBA Finals,Game 1,1,1,0,10.95,7,1,0,1,6,3,0.5,3,1,0.333,0,0,0.0,4,0,4,3,1,4,1610612752,1610612759,,,2026-06-03 20:30:00
Devin,Vassell,1630170,42500317,2026-05-30 20:00:00,San Antonio,Spurs,Oklahoma City,Thunder,Playoffs,West Conf. Finals,Game 7,7,1,0,33.4,11,3,0,2,14,4,0.286,6,1,0.167,2,2,1.0,5,1,6,1,0,0,1610612759,1610612760,,F,2026-05-30 20:00:00
Kenrich,Williams,1629026,42500317,2026-05-30 20:00:00,Oklahoma City,Thunder,San Antonio,Spurs,Playoffs,West Conf. Finals,Game 7,7,0,1,4.333333333333333,2,0,0,0,4,1,0.25,2,0,0.0,0,0,0.0,0,1,1,0,0,-1,1610612760,1610612759,,,2026-05-30 20:00:00
Nikola,Topic,1642260,42500317,2026-05-30 20:00:00,Oklahoma City,Thunder,San Antonio,Spurs,Playoffs,West Conf. Finals,Game 7,7,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612760,1610612759,DNP - Coach's Decision,,2026-05-30 20:00:00
Julian,Champagnie,1630577,42500317,2026-05-30 20:00:00,San Antonio,Spurs,Oklahoma City,Thunder,Playoffs,West Conf. Finals,Game 7,7,1,0,37.5,20,1,0,1,11,6,0.545,10,6,0.6,3,2,0.667,5,1,6,2,1,16,1610612759,1610612760,,F,2026-05-30 20:00:00
Bismack,Biyombo,202687,42500317,2026-05-30 20:00:00,San Antonio,Spurs,Oklahoma City,Thunder,Playoffs,West Conf. Finals,Game 7,7,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612760,DNP - Coach's Decision,,2026-05-30 20:00:00
Harrison,Barnes,203084,42500317,2026-05-30 20:00:00,San Antonio,Spurs,Oklahoma City,Thunder,Playoffs,West Conf. Finals,Game 7,7,1,0,3.4166666666666665,0,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,0,0,0,0,0,-5,1610612759,1610612760,,,2026-05-30 20:00:00
De'Aaron,Fox,1628368,42500317,2026-05-30 20:00:00,San Antonio,Spurs,Oklahoma City,Thunder,Playoffs,West Conf. Finals,Game 7,7,1,0,35.666666666666664,15,5,0,3,12,6,0.5,7,3,0.429,0,0,0.0,0,0,0,2,2,3,1610612759,1610612760,,G,2026-05-30 20:00:00
Jaylin,Williams,1631119,42500317,2026-05-30 20:00:00,Oklahoma City,Thunder,San Antonio,Spurs,Playoffs,West Conf. Finals,Game 7,7,0,1,25.566666666666666,11,4,0,0,9,5,0.556,3,1,0.333,0,0,0.0,7,3,10,4,0,10,1610612760,1610612759,,,2026-05-30 20:00:00
Jordan,McLaughlin,1629162,42500317,2026-05-30 20:00:00,San Antonio,Spurs,Oklahoma City,Thunder,Playoffs,West Conf. Finals,Game 7,7,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612760,DNP - Coach's Decision,,2026-05-30 20:00:00
Isaiah,Joe,1630198,42500317,2026-05-30 20:00:00,Oklahoma City,Thunder,San Antonio,Spurs,Playoffs,West Conf. Finals,Game 7,7,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612760,1610612759,DNP - Coach's Decision,,2026-05-30 20:00:00
Kelly,Olynyk,203482,42500317,2026-05-30 20:00:00,San Antonio,Spurs,Oklahoma City,Thunder,Playoffs,West Conf. Finals,Game 7,7,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612760,DNP - Coach's Decision,,2026-05-30 20:00:00
Lindy,Waters III,1630322,42500317,2026-05-30 20:00:00,San Antonio,Spurs,Oklahoma City,Thunder,Playoffs,West Conf. Finals,Game 7,7,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612760,DNP - Coach's Decision,,2026-05-30 20:00:00
Cason,Wallace,1641717,42500317,2026-05-30 20:00:00,Oklahoma City,Thunder,San Antonio,Spurs,Playoffs,West Conf. Finals,Game 7,7,0,1,36.21666666666667,17,4,1,2,10,6,0.6,9,5,0.556,0,0,0.0,5,2,7,2,2,-3,1610612760,1610612759,,G,2026-05-30 20:00:00
Shai,Gilgeous-Alexander,1628983,42500317,2026-05-30 20:00:00,Oklahoma City,Thunder,San Antonio,Spurs,Playoffs,West Conf. Finals,Game 7,7,0,1,42.96666666666667,35,9,1,3,21,12,0.571,5,2,0.4,11,9,0.818,3,1,4,1,3,-7,1610612760,1610612759,,G,2026-05-30 20:00:00
Stephon,Castle,1642264,42500317,2026-05-30 20:00:00,San Antonio,Spurs,Oklahoma City,Thunder,Playoffs,West Conf. Finals,Game 7,7,1,0,35.733333333333334,16,6,0,1,15,7,0.467,3,0,0.0,3,2,0.667,2,4,6,4,6,1,1610612759,1610612760,,G,2026-05-30 20:00:00
Luguentz,Dort,1629652,42500317,2026-05-30 20:00:00,Oklahoma City,Thunder,San Antonio,Spurs,Playoffs,West Conf. Finals,Game 7,7,0,1,15.833333333333334,3,2,0,0,4,1,0.25,3,1,0.333,0,0,0.0,1,0,1,2,0,-9,1610612760,1610612759,,F,2026-05-30 20:00:00
Dylan,Harper,1642844,42500317,2026-05-30 20:00:00,San Antonio,Spurs,Oklahoma City,Thunder,Playoffs,West Conf. Finals,Game 7,7,1,0,27.05,12,3,0,0,8,5,0.625,3,2,0.667,0,0,0.0,4,3,7,1,2,9,1610612759,1610612760,,,2026-05-30 20:00:00
Mason,Plumlee,203486,42500317,2026-05-30 20:00:00,San Antonio,Spurs,Oklahoma City,Thunder,Playoffs,West Conf. Finals,Game 7,7,1,0,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612759,1610612760,DNP - Coach's Decision,,2026-05-30 20:00:00
Carter,Bryant,1642868,42500317,2026-05-30 20:00:00,San Antonio,Spurs,Oklahoma City,Thunder,Playoffs,West Conf. Finals,Game 7,7,1,0,3.033333333333333,2,0,0,0,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,2,1610612759,1610612760,,,2026-05-30 20:00:00
Isaiah,Hartenstein,1628392,42500317,2026-05-30 20:00:00,Oklahoma City,Thunder,San Antonio,Spurs,Playoffs,West Conf. Finals,Game 7,7,0,1,20.616666666666667,7,0,0,1,7,3,0.429,0,0,0.0,1,1,1.0,3,2,5,2,2,-14,1610612760,1610612759,,C,2026-05-30 20:00:00
Aaron,Wiggins,1630598,42500317,2026-05-30 20:00:00,Oklahoma City,Thunder,San Antonio,Spurs,Playoffs,West Conf. Finals,Game 7,7,0,1,,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1610612760,1610612759,DNP - Coach's Decision,,2026-05-30 20:00:00
Victor,Wembanyama,1641705,42500317,2026-05-30 20:00:00,San Antonio,Spurs,Oklahoma City,Thunder,Playoffs,West Conf. Finals,Game 7,7,1,0,41.9,22,2,1,1,15,7,0.467,5,3,0.6,7,5,0.714,6,1,7,5,1,7,1610612759,1610612760,,C,2026-05-30 20:00:00
Keldon,Johnson,1629640,42500317,2026-05-30 20:00:00,San Antonio,Spurs,Oklahoma City,Thunder,Playoffs,West Conf. Finals,Game 7,7,1,0,16.2,11,1,0,1,8,4,0.5,5,2,0.4,2,1,0.5,1,2,3,3,0,6,1610612759,1610612760,,,2026-05-30 20:00:00
Alex,Caruso,1627936,42500317,2026-05-30 20:00:00,Oklahoma City,Thunder,San Antonio,Spurs,Playoffs,West Conf. Finals,Game 7,7,0,1,38.583333333333336,12,4,1,0,14,3,0.214,6,1,0.167,6,5,0.833,5,0,5,1,3,-5,1610612760,1610612759,,,2026-05-30 20:00:00
Jared,McCain,1642272,42500317,2026-05-30 20:00:00,Oklahoma City,Thunder,San Antonio,Spurs,Playoffs,West Conf. Finals,Game 7,7,0,1,23.066666666666666,12,0,0,1,12,5,0.417,7,2,0.286,0,0,0.0,1,0,1,2,1,-8,1610612760,1610612759,,,2026-05-30 20:00:00
Luke,Kornet,1628436,42500317,2026-05-30 20:00:00,San Antonio,Spurs,Oklahoma City,Thunder,Playoffs,West Conf. Finals,Game 7,7,1,0,6.1,2,0,1,0,3,0,0.0,0,0,0.0,2,2,1.0,1,3,4,0,0,1,1610612759,1610612760,,,2026-05-30 20:00:00
Chet,Holmgren,1631096,42500317,2026-05-30 20:00:00,Oklahoma City,Thunder,San Antonio,Spurs,Playoffs,West Conf. Finals,Game 7,7,0,1,32.81666666666667,4,0,2,2,2,1,0.5,0,0,0.0,4,2,0.5,3,1,4,2,2,-3,1610612760,1610612759,,F,2026-05-30 20:00:00
Isaiah,Joe,1630198,42500316,2026-05-28 20:30:00,Oklahoma City,Thunder,San Antonio,Spurs,Playoffs,West Conf. Finals,Game 6,6,0,0,16.016666666666666,3,2,0,0,4,1,0.25,4,1,0.25,0,0,0.0,1,3,4,2,1,-6,1610612760,1610612759,,,2026-05-28 20:30:00
Kelly,Olynyk,203482,42500316,2026-05-28 20:30:00,San Antonio,Spurs,Oklahoma City,Thunder,Playoffs,West Conf. Finals,Game 6,6,1,1,5.25,6,0,0,0,3,2,0.667,0,0,0.0,3,2,0.667,1,0,1,0,0,1,1610612759,1610612760,,,2026-05-28 20:30:00
